experiment,instance_id,instance_type,n,seed,solver,status,route,cost,optimum_cost,relative_gap,valid_route,finite_edges,runtime_s,rss_before_mb,rss_after_mb,rss_delta_mb,tau,n_layers,exact_optimum_available,metadata_json
tau_sweep,tau_sweep_euclidean_n5_seed0,euclidean,5,0,tn_exact,ok,"[4, 2, 3, 0, 1]",2702.116926543379,2702.116926543379,0.0,True,True,0.011640200000329,259.6875,262.80859375,3.12109375,2.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[636.9616873214543, 269.7867137638703], [40.97352393619469, 16.527635528529096], [813.2702392002724, 912.7555772777217], [606.6357757671799, 729.4965609839984], [543.6249914654229, 935.0724237877682]], ""scale"": 1000.0, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1183.0751201760934, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 2.0, ""valid_route"": true}"
tau_sweep,tau_sweep_euclidean_n5_seed0,euclidean,5,0,tn_exact,ok,"[4, 2, 3, 0, 1]",2702.116926543379,2702.116926543379,0.0,True,True,0.0081389000001763,262.80859375,262.90234375,0.09375,3.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[636.9616873214543, 269.7867137638703], [40.97352393619469, 16.527635528529096], [813.2702392002724, 912.7555772777217], [606.6357757671799, 729.4965609839984], [543.6249914654229, 935.0724237877682]], ""scale"": 1000.0, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1183.0751201760934, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 3.0, ""valid_route"": true}"
tau_sweep,tau_sweep_euclidean_n5_seed0,euclidean,5,0,tn_exact,ok,"[4, 2, 3, 0, 1]",2702.116926543379,2702.116926543379,0.0,True,True,0.0085908000000927,262.90234375,262.9921875,0.08984375,4.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[636.9616873214543, 269.7867137638703], [40.97352393619469, 16.527635528529096], [813.2702392002724, 912.7555772777217], [606.6357757671799, 729.4965609839984], [543.6249914654229, 935.0724237877682]], ""scale"": 1000.0, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1183.0751201760934, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 4.0, ""valid_route"": true}"
tau_sweep,tau_sweep_euclidean_n5_seed0,euclidean,5,0,tn_exact,ok,"[4, 2, 3, 0, 1]",2702.116926543379,2702.116926543379,0.0,True,True,0.0083223999999972,262.9921875,263.03515625,0.04296875,5.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[636.9616873214543, 269.7867137638703], [40.97352393619469, 16.527635528529096], [813.2702392002724, 912.7555772777217], [606.6357757671799, 729.4965609839984], [543.6249914654229, 935.0724237877682]], ""scale"": 1000.0, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1183.0751201760934, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 5.0, ""valid_route"": true}"
tau_sweep,tau_sweep_euclidean_n5_seed0,euclidean,5,0,tn_exact,ok,"[4, 2, 3, 0, 1]",2702.116926543379,2702.116926543379,0.0,True,True,0.0080681999997977,263.03515625,263.03515625,0.0,6.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[636.9616873214543, 269.7867137638703], [40.97352393619469, 16.527635528529096], [813.2702392002724, 912.7555772777217], [606.6357757671799, 729.4965609839984], [543.6249914654229, 935.0724237877682]], ""scale"": 1000.0, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1183.0751201760934, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 6.0, ""valid_route"": true}"
tau_sweep,tau_sweep_euclidean_n5_seed0,euclidean,5,0,tn_exact,ok,"[4, 2, 3, 0, 1]",2702.116926543379,2702.116926543379,0.0,True,True,0.0082752999996955,263.03515625,263.0390625,0.00390625,7.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[636.9616873214543, 269.7867137638703], [40.97352393619469, 16.527635528529096], [813.2702392002724, 912.7555772777217], [606.6357757671799, 729.4965609839984], [543.6249914654229, 935.0724237877682]], ""scale"": 1000.0, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1183.0751201760934, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 7.0, ""valid_route"": true}"
tau_sweep,tau_sweep_euclidean_n5_seed0,euclidean,5,0,tn_exact,ok,"[4, 2, 3, 0, 1]",2702.116926543379,2702.116926543379,0.0,True,True,0.0085355999999592,263.0390625,263.05078125,0.01171875,8.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[636.9616873214543, 269.7867137638703], [40.97352393619469, 16.527635528529096], [813.2702392002724, 912.7555772777217], [606.6357757671799, 729.4965609839984], [543.6249914654229, 935.0724237877682]], ""scale"": 1000.0, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1183.0751201760934, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 8.0, ""valid_route"": true}"
tau_sweep,tau_sweep_euclidean_n5_seed0,euclidean,5,0,tn_exact,ok,"[4, 2, 3, 0, 1]",2702.116926543379,2702.116926543379,0.0,True,True,0.0086643999998159,263.05078125,263.140625,0.08984375,9.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[636.9616873214543, 269.7867137638703], [40.97352393619469, 16.527635528529096], [813.2702392002724, 912.7555772777217], [606.6357757671799, 729.4965609839984], [543.6249914654229, 935.0724237877682]], ""scale"": 1000.0, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1183.0751201760934, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 9.0, ""valid_route"": true}"
tau_sweep,tau_sweep_euclidean_n5_seed0,euclidean,5,0,tn_exact,ok,"[4, 2, 3, 0, 1]",2702.116926543379,2702.116926543379,0.0,True,True,0.0082388999999238,263.140625,263.1875,0.046875,10.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[636.9616873214543, 269.7867137638703], [40.97352393619469, 16.527635528529096], [813.2702392002724, 912.7555772777217], [606.6357757671799, 729.4965609839984], [543.6249914654229, 935.0724237877682]], ""scale"": 1000.0, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1183.0751201760934, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 10.0, ""valid_route"": true}"
tau_sweep,tau_sweep_euclidean_n5_seed0,euclidean,5,0,tn_exact,ok,"[4, 2, 3, 0, 1]",2702.116926543379,2702.116926543379,0.0,True,True,0.0076631000001725,263.1875,263.19140625,0.00390625,12.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[636.9616873214543, 269.7867137638703], [40.97352393619469, 16.527635528529096], [813.2702392002724, 912.7555772777217], [606.6357757671799, 729.4965609839984], [543.6249914654229, 935.0724237877682]], ""scale"": 1000.0, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1183.0751201760934, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 12.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_symmetric_n5_seed0,random_symmetric,5,0,tn_exact,ok,"[4, 1, 2, 3, 0]",173.32033081190647,173.32033081190647,0.0,True,True,0.0081696000002011,263.19140625,263.19140625,0.0,2.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_symmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 70.63679373385781, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 2.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_symmetric_n5_seed0,random_symmetric,5,0,tn_exact,ok,"[4, 1, 2, 3, 0]",173.32033081190647,173.32033081190647,0.0,True,True,0.0080618000001777,263.19140625,263.19140625,0.0,3.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_symmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 70.63679373385781, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 3.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_symmetric_n5_seed0,random_symmetric,5,0,tn_exact,ok,"[4, 1, 2, 3, 0]",173.32033081190647,173.32033081190647,0.0,True,True,0.0082803000000239,263.19140625,263.19140625,0.0,4.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_symmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 70.63679373385781, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 4.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_symmetric_n5_seed0,random_symmetric,5,0,tn_exact,ok,"[4, 1, 2, 3, 0]",173.32033081190647,173.32033081190647,0.0,True,True,0.008072600000105,263.19140625,263.21875,0.02734375,5.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_symmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 70.63679373385781, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 5.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_symmetric_n5_seed0,random_symmetric,5,0,tn_exact,ok,"[4, 1, 2, 3, 0]",173.32033081190647,173.32033081190647,0.0,True,True,0.0077174999996714,263.21875,263.21875,0.0,6.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_symmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 70.63679373385781, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 6.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_symmetric_n5_seed0,random_symmetric,5,0,tn_exact,ok,"[4, 1, 2, 3, 0]",173.32033081190647,173.32033081190647,0.0,True,True,0.0078132999997251,263.21875,263.21875,0.0,7.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_symmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 70.63679373385781, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 7.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_symmetric_n5_seed0,random_symmetric,5,0,tn_exact,ok,"[4, 1, 2, 3, 0]",173.32033081190647,173.32033081190647,0.0,True,True,0.0086409999998977,263.21875,263.22265625,0.00390625,8.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_symmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 70.63679373385781, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 8.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_symmetric_n5_seed0,random_symmetric,5,0,tn_exact,ok,"[4, 1, 2, 3, 0]",173.32033081190647,173.32033081190647,0.0,True,True,0.0085214000000632,263.22265625,263.22265625,0.0,9.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_symmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 70.63679373385781, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 9.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_symmetric_n5_seed0,random_symmetric,5,0,tn_exact,ok,"[4, 1, 2, 3, 0]",173.32033081190647,173.32033081190647,0.0,True,True,0.0085514000002149,263.2265625,263.2421875,0.015625,10.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_symmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 70.63679373385781, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 10.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_symmetric_n5_seed0,random_symmetric,5,0,tn_exact,ok,"[4, 1, 2, 3, 0]",173.32033081190647,173.32033081190647,0.0,True,True,0.0088049999999384,263.2421875,263.2421875,0.0,12.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_symmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 70.63679373385781, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 12.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_asymmetric_n5_seed0,random_asymmetric,5,0,tn_exact,ok,"[4, 0, 2, 1, 3]",107.7960468835738,107.7960468835738,0.0,True,True,0.0082013000001097,263.2421875,263.2421875,0.0,2.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_asymmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": false}, ""n_layers"": null, ""normalization_factor"": 93.57216995498905, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 2.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_asymmetric_n5_seed0,random_asymmetric,5,0,tn_exact,ok,"[4, 0, 2, 1, 3]",107.7960468835738,107.7960468835738,0.0,True,True,0.0090178000000378,263.2421875,263.2421875,0.0,3.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_asymmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": false}, ""n_layers"": null, ""normalization_factor"": 93.57216995498905, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 3.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_asymmetric_n5_seed0,random_asymmetric,5,0,tn_exact,ok,"[4, 0, 2, 1, 3]",107.7960468835738,107.7960468835738,0.0,True,True,0.009786300000087,263.2421875,263.2421875,0.0,4.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_asymmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": false}, ""n_layers"": null, ""normalization_factor"": 93.57216995498905, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 4.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_asymmetric_n5_seed0,random_asymmetric,5,0,tn_exact,ok,"[4, 0, 2, 1, 3]",107.7960468835738,107.7960468835738,0.0,True,True,0.0084365000002435,263.2421875,263.2734375,0.03125,5.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_asymmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": false}, ""n_layers"": null, ""normalization_factor"": 93.57216995498905, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 5.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_asymmetric_n5_seed0,random_asymmetric,5,0,tn_exact,ok,"[4, 0, 2, 1, 3]",107.7960468835738,107.7960468835738,0.0,True,True,0.0079365000001416,263.2734375,263.2734375,0.0,6.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_asymmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": false}, ""n_layers"": null, ""normalization_factor"": 93.57216995498905, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 6.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_asymmetric_n5_seed0,random_asymmetric,5,0,tn_exact,ok,"[4, 0, 2, 1, 3]",107.7960468835738,107.7960468835738,0.0,True,True,0.0078100999999151,263.2734375,263.2734375,0.0,7.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_asymmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": false}, ""n_layers"": null, ""normalization_factor"": 93.57216995498905, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 7.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_asymmetric_n5_seed0,random_asymmetric,5,0,tn_exact,ok,"[4, 0, 2, 1, 3]",107.7960468835738,107.7960468835738,0.0,True,True,0.0083623999998962,263.2734375,263.27734375,0.00390625,8.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_asymmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": false}, ""n_layers"": null, ""normalization_factor"": 93.57216995498905, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 8.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_asymmetric_n5_seed0,random_asymmetric,5,0,tn_exact,ok,"[4, 0, 2, 1, 3]",107.7960468835738,107.7960468835738,0.0,True,True,0.0079096999998,263.28125,263.28125,0.0,9.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_asymmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": false}, ""n_layers"": null, ""normalization_factor"": 93.57216995498905, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 9.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_asymmetric_n5_seed0,random_asymmetric,5,0,tn_exact,ok,"[4, 0, 2, 1, 3]",107.7960468835738,107.7960468835738,0.0,True,True,0.0087241000001085,263.28125,263.33203125,0.05078125,10.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_asymmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": false}, ""n_layers"": null, ""normalization_factor"": 93.57216995498905, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 10.0, ""valid_route"": true}"
tau_sweep,tau_sweep_random_asymmetric_n5_seed0,random_asymmetric,5,0,tn_exact,ok,"[4, 0, 2, 1, 3]",107.7960468835738,107.7960468835738,0.0,True,True,0.00779459999967,263.33203125,263.33203125,0.0,12.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""high"": 100.0, ""instance_type"": ""random_asymmetric"", ""low"": 1.0, ""n"": 5, ""seed"": 0, ""symmetric"": false}, ""n_layers"": null, ""normalization_factor"": 93.57216995498905, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 12.0, ""valid_route"": true}"
tau_sweep,tau_sweep_euclidean_n5_seed1,euclidean,5,1,tn_exact,ok,"[4, 3, 0, 1, 2]",2479.7129244231546,2479.7129244231546,0.0,True,True,0.008337499999925,263.33203125,263.33203125,0.0,2.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[511.82162470025673, 950.4636963259353], [144.15961271963374, 948.6494471372439], [311.83145201048546, 423.32644897257563], [827.7025938204417, 409.1991363691613], [549.5936876730595, 27.559113243068367]], ""scale"": 1000.0, ""seed"": 1, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1006.3717962694622, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 2.0, ""valid_route"": true}"
tau_sweep,tau_sweep_euclidean_n5_seed1,euclidean,5,1,tn_exact,ok,"[4, 3, 0, 1, 2]",2479.7129244231546,2479.7129244231546,0.0,True,True,0.0080385999999634,263.33203125,263.33203125,0.0,3.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[511.82162470025673, 950.4636963259353], [144.15961271963374, 948.6494471372439], [311.83145201048546, 423.32644897257563], [827.7025938204417, 409.1991363691613], [549.5936876730595, 27.559113243068367]], ""scale"": 1000.0, ""seed"": 1, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1006.3717962694622, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 3.0, ""valid_route"": true}"
tau_sweep,tau_sweep_euclidean_n5_seed1,euclidean,5,1,tn_exact,ok,"[4, 3, 0, 1, 2]",2479.7129244231546,2479.7129244231546,0.0,True,True,0.007880600000135,263.33203125,263.3359375,0.00390625,4.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[511.82162470025673, 950.4636963259353], [144.15961271963374, 948.6494471372439], [311.83145201048546, 423.32644897257563], [827.7025938204417, 409.1991363691613], [549.5936876730595, 27.559113243068367]], ""scale"": 1000.0, ""seed"": 1, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1006.3717962694622, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 4.0, ""valid_route"": true}"
tau_sweep,tau_sweep_euclidean_n5_seed1,euclidean,5,1,tn_exact,ok,"[4, 3, 0, 1, 2]",2479.7129244231546,2479.7129244231546,0.0,True,True,0.0084455000001071,263.3359375,263.3515625,0.015625,5.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[511.82162470025673, 950.4636963259353], [144.15961271963374, 948.6494471372439], [311.83145201048546, 423.32644897257563], [827.7025938204417, 409.1991363691613], [549.5936876730595, 27.559113243068367]], ""scale"": 1000.0, ""seed"": 1, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1006.3717962694622, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 5.0, ""valid_route"": true}"
tau_sweep,tau_sweep_euclidean_n5_seed1,euclidean,5,1,tn_exact,ok,"[4, 3, 0, 1, 2]",2479.7129244231546,2479.7129244231546,0.0,True,True,0.0081702000002223,263.3515625,263.3515625,0.0,6.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[511.82162470025673, 950.4636963259353], [144.15961271963374, 948.6494471372439], [311.83145201048546, 423.32644897257563], [827.7025938204417, 409.1991363691613], [549.5936876730595, 27.559113243068367]], ""scale"": 1000.0, ""seed"": 1, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1006.3717962694622, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 6.0, ""valid_route"": true}"
tau_sweep,tau_sweep_euclidean_n5_seed1,euclidean,5,1,tn_exact,ok,"[4, 3, 0, 1, 2]",2479.7129244231546,2479.7129244231546,0.0,True,True,0.0083337999999457,263.3515625,263.3515625,0.0,7.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[511.82162470025673, 950.4636963259353], [144.15961271963374, 948.6494471372439], [311.83145201048546, 423.32644897257563], [827.7025938204417, 409.1991363691613], [549.5936876730595, 27.559113243068367]], ""scale"": 1000.0, ""seed"": 1, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1006.3717962694622, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 7.0, ""valid_route"": true}"
tau_sweep,tau_sweep_euclidean_n5_seed1,euclidean,5,1,tn_exact,ok,"[4, 3, 0, 1, 2]",2479.7129244231546,2479.7129244231546,0.0,True,True,0.0081786999999167,263.3515625,263.3515625,0.0,8.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[511.82162470025673, 950.4636963259353], [144.15961271963374, 948.6494471372439], [311.83145201048546, 423.32644897257563], [827.7025938204417, 409.1991363691613], [549.5936876730595, 27.559113243068367]], ""scale"": 1000.0, ""seed"": 1, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1006.3717962694622, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 8.0, ""valid_route"": true}"
tau_sweep,tau_sweep_euclidean_n5_seed1,euclidean,5,1,tn_exact,ok,"[4, 3, 0, 1, 2]",2479.7129244231546,2479.7129244231546,0.0,True,True,0.0076584999997066,263.3515625,263.3515625,0.0,9.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[511.82162470025673, 950.4636963259353], [144.15961271963374, 948.6494471372439], [311.83145201048546, 423.32644897257563], [827.7025938204417, 409.1991363691613], [549.5936876730595, 27.559113243068367]], ""scale"": 1000.0, ""seed"": 1, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1006.3717962694622, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 9.0, ""valid_route"": true}"
tau_sweep,tau_sweep_euclidean_n5_seed1,euclidean,5,1,tn_exact,ok,"[4, 3, 0, 1, 2]",2479.7129244231546,2479.7129244231546,0.0,True,True,0.0079271999998127,263.3515625,263.3984375,0.046875,10.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[511.82162470025673, 950.4636963259353], [144.15961271963374, 948.6494471372439], [311.83145201048546, 423.32644897257563], [827.7025938204417, 409.1991363691613], [549.5936876730595, 27.559113243068367]], ""scale"": 1000.0, ""seed"": 1, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1006.3717962694622, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 10.0, ""valid_route"": true}"
tau_sweep,tau_sweep_euclidean_n5_seed1,euclidean,5,1,tn_exact,ok,"[4, 3, 0, 1, 2]",2479.7129244231546,2479.7129244231546,0.0,True,True,0.0085170000002108,263.3984375,263.40234375,0.00390625,12.0,,True,"{""finite_edges"": true, ""instance_metadata"": {""complete"": true, ""instance_type"": ""euclidean"", ""n"": 5, ""points"": [[511.82162470025673, 950.4636963259353], [144.15961271963374, 948.6494471372439], [311.83145201048546, 423.32644897257563], [827.7025938204417, 409.1991363691613], [549.5936876730595, 27.559113243068367]], ""scale"": 1000.0, ""seed"": 1, ""symmetric"": true}, ""n_layers"": null, ""normalization_factor"": 1006.3717962694622, ""normalize"": true, ""optimum_status"": ""ok"", ""seed"": 0, ""tau"": 12.0, ""valid_route"": true}"
